Model,DPO2024B
Firmware Version,1.52

Point Format,Y,
Horizontal Units,S,
Horizontal Scale,0.002,
Sample Interval,1.6e-07,
Filter Frequency,2e+08,
Record Length,125000,
Gating,0.0% to 100.0%,
Probe Attenuation,1,
Vertical Units,V,
Vertical Offset,0,
Vertical Scale,0.1,
Label,,
TIME,CH1,CH1 Peak Detect
1.02400e-05,0.194,0.194
1.04000e-05,0.19,0.19
1.05600e-05,0.19,0.198
1.07200e-05,0.19,0.19
1.08800e-05,0.19,0.194
1.10400e-05,0.186,0.186
1.12000e-05,0.19,0.194
1.13600e-05,0.19,0.186
1.15200e-05,0.19,0.194
1.16800e-05,0.186,0.186
1.18400e-05,0.186,0.194
1.20000e-05,0.186,0.186
1.21600e-05,0.19,0.194
1.23200e-05,0.19,0.186
1.24800e-05,0.194,0.194
1.26400e-05,0.194,0.186
1.28000e-05,0.194,0.194
1.29600e-05,0.194,0.19
1.31200e-05,0.194,0.198
1.32800e-05,0.194,0.19
1.34400e-05,0.19,0.198
1.36000e-05,0.19,0.19
1.37600e-05,0.186,0.198
1.39200e-05,0.182,0.186
1.40800e-05,0.186,0.194
1.42400e-05,0.186,0.182
1.44000e-05,0.182,0.19
1.45600e-05,0.186,0.182
1.47200e-05,0.186,0.19
1.48800e-05,0.186,0.182
1.50400e-05,0.186,0.19
1.52000e-05,0.19,0.182
1.53600e-05,0.186,0.19
1.55200e-05,0.186,0.182
1.56800e-05,0.186,0.19
1.58400e-05,0.186,0.182
1.60000e-05,0.186,0.19
1.61600e-05,0.186,0.182
1.63200e-05,0.186,0.19
1.64800e-05,0.19,0.182
1.66400e-05,0.186,0.19
1.68000e-05,0.19,0.186
1.69600e-05,0.19,0.19
1.71200e-05,0.19,0.186
1.72800e-05,0.19,0.194
1.74400e-05,0.19,0.186
1.76000e-05,0.19,0.194
1.77600e-05,0.186,0.186
1.79200e-05,0.186,0.194
1.80800e-05,0.186,0.182
1.82400e-05,0.186,0.19
1.84000e-05,0.186,0.182
1.85600e-05,0.186,0.19
1.87200e-05,0.19,0.182
1.88800e-05,0.19,0.19
1.90400e-05,0.19,0.182
1.92000e-05,0.19,0.19
1.93600e-05,0.186,0.186
1.95200e-05,0.19,0.194
1.96800e-05,0.186,0.186
1.98400e-05,0.19,0.194
2.00000e-05,0.19,0.186
2.01600e-05,0.186,0.194
2.03200e-05,0.186,0.182
2.04800e-05,0.186,0.194
2.06400e-05,0.19,0.186
2.08000e-05,0.19,0.19
2.09600e-05,0.19,0.186
2.11200e-05,0.19,0.19
2.12800e-05,0.19,0.186
2.14400e-05,0.194,0.194
2.16000e-05,0.194,0.19
2.17600e-05,0.19,0.198
2.19200e-05,0.19,0.19
2.20800e-05,0.19,0.198
2.22400e-05,0.19,0.186
2.24000e-05,0.19,0.194
2.25600e-05,0.186,0.186
2.27200e-05,0.186,0.194
2.28800e-05,0.186,0.182
2.30400e-05,0.186,0.19
2.32000e-05,0.186,0.182
2.33600e-05,0.186,0.19
2.35200e-05,0.19,0.182
2.36800e-05,0.19,0.19
2.38400e-05,0.19,0.186
2.40000e-05,0.19,0.194
2.41600e-05,0.19,0.186
2.43200e-05,0.186,0.194
2.44800e-05,0.186,0.186
2.46400e-05,0.186,0.194
2.48000e-05,0.186,0.182
2.49600e-05,0.186,0.19
2.51200e-05,0.186,0.182
2.52800e-05,0.186,0.19
2.54400e-05,0.19,0.182
2.56000e-05,0.19,0.19
2.57600e-05,0.186,0.182
2.59200e-05,0.186,0.19
2.60800e-05,0.19,0.186
2.62400e-05,0.19,0.19
2.64000e-05,0.19,0.182
2.65600e-05,0.19,0.19
2.67200e-05,0.19,0.186
2.68800e-05,0.19,0.194
2.70400e-05,0.186,0.182
2.72000e-05,0.186,0.19
2.73600e-05,0.19,0.186
2.75200e-05,0.19,0.194
2.76800e-05,0.19,0.186
2.78400e-05,0.19,0.194
2.80000e-05,0.194,0.186
2.81600e-05,0.19,0.194
2.83200e-05,0.19,0.19
2.84800e-05,0.186,0.198
2.86400e-05,0.19,0.186
2.88000e-05,0.186,0.194
2.89600e-05,0.19,0.186
2.91200e-05,0.19,0.194
2.92800e-05,0.186,0.186
2.94400e-05,0.186,0.194
2.96000e-05,0.186,0.182
2.97600e-05,0.186,0.19
2.99200e-05,0.186,0.182
3.00800e-05,0.186,0.19
3.02400e-05,0.186,0.182
3.04000e-05,0.19,0.19
3.05600e-05,0.19,0.182
3.07200e-05,0.19,0.19
3.08800e-05,0.186,0.186
3.10400e-05,0.186,0.19
3.12000e-05,0.186,0.182
3.13600e-05,0.186,0.194
3.15200e-05,0.19,0.182
3.16800e-05,0.186,0.19
3.18400e-05,0.186,0.182
3.20000e-05,0.186,0.19
3.21600e-05,0.186,0.182
3.23200e-05,0.186,0.19
3.24800e-05,0.19,0.186
3.26400e-05,0.19,0.19
3.28000e-05,0.19,0.186
3.29600e-05,0.194,0.194
3.31200e-05,0.194,0.19
3.32800e-05,0.194,0.194
3.34400e-05,0.194,0.19
3.36000e-05,0.19,0.198
3.37600e-05,0.194,0.19
3.39200e-05,0.194,0.198
3.40800e-05,0.19,0.19
3.42400e-05,0.186,0.194
3.44000e-05,0.186,0.186
3.45600e-05,0.19,0.194
3.47200e-05,0.186,0.182
3.48800e-05,0.186,0.19
3.50400e-05,0.186,0.186
3.52000e-05,0.186,0.194
3.53600e-05,0.186,0.186
3.55200e-05,0.186,0.19
3.56800e-05,0.186,0.182
3.58400e-05,0.182,0.19
3.60000e-05,0.182,0.182
3.61600e-05,0.182,0.19
3.63200e-05,0.186,0.178
3.64800e-05,0.182,0.186
3.66400e-05,0.186,0.182
3.68000e-05,0.186,0.19
3.69600e-05,0.19,0.182
3.71200e-05,0.186,0.19
3.72800e-05,0.186,0.182
3.74400e-05,0.19,0.19
3.76000e-05,0.186,0.182
3.77600e-05,0.182,0.19
3.79200e-05,0.186,0.182
3.80800e-05,0.186,0.19
3.82400e-05,0.186,0.182
3.84000e-05,0.186,0.19
3.85600e-05,0.19,0.182
3.87200e-05,0.186,0.19
3.88800e-05,0.19,0.186
3.90400e-05,0.19,0.194
3.92000e-05,0.19,0.186
3.93600e-05,0.19,0.194
3.95200e-05,0.186,0.186
3.96800e-05,0.186,0.194
3.98400e-05,0.19,0.186
4.00000e-05,0.19,0.19
4.01600e-05,0.19,0.182
4.03200e-05,0.19,0.19
4.04800e-05,0.19,0.186
4.06400e-05,0.194,0.194
4.08000e-05,0.19,0.186
4.09600e-05,0.198,0.194
4.11200e-05,0.194,0.19
4.12800e-05,0.194,0.198
4.14400e-05,0.194,0.19
4.16000e-05,0.194,0.198
4.17600e-05,0.194,0.19
4.19200e-05,0.19,0.198
4.20800e-05,0.19,0.19
4.22400e-05,0.19,0.198
4.24000e-05,0.19,0.186
4.25600e-05,0.186,0.194
4.27200e-05,0.19,0.186
4.28800e-05,0.19,0.194
4.30400e-05,0.186,0.186
4.32000e-05,0.186,0.194
4.33600e-05,0.186,0.186
4.35200e-05,0.19,0.194
4.36800e-05,0.182,0.182
4.38400e-05,0.186,0.19
4.40000e-05,0.186,0.182
4.41600e-05,0.186,0.19
4.43200e-05,0.186,0.182
4.44800e-05,0.186,0.19
4.46400e-05,0.19,0.182
4.48000e-05,0.186,0.19
4.49600e-05,0.186,0.182
4.51200e-05,0.19,0.19
4.52800e-05,0.19,0.182
4.54400e-05,0.186,0.19
4.56000e-05,0.19,0.186
4.57600e-05,0.19,0.194
4.59200e-05,0.186,0.186
4.60800e-05,0.186,0.194
4.62400e-05,0.182,0.182
4.64000e-05,0.182,0.19
4.65600e-05,0.182,0.178
4.67200e-05,0.182,0.19
4.68800e-05,0.182,0.178
4.70400e-05,0.182,0.186
4.72000e-05,0.186,0.178
4.73600e-05,0.182,0.186
4.75200e-05,0.182,0.182
4.76800e-05,0.186,0.19
4.78400e-05,0.186,0.182
4.80000e-05,0.186,0.19
4.81600e-05,0.186,0.182
4.83200e-05,0.186,0.19
4.84800e-05,0.186,0.182
4.86400e-05,0.186,0.19
4.88000e-05,0.19,0.186
4.89600e-05,0.19,0.19
4.91200e-05,0.19,0.186
4.92800e-05,0.186,0.194
4.94400e-05,0.19,0.186
4.96000e-05,0.19,0.194
4.97600e-05,0.19,0.186
4.99200e-05,0.19,0.194
5.00800e-05,0.19,0.186
5.02400e-05,0.19,0.194
5.04000e-05,0.19,0.186
5.05600e-05,0.194,0.194
5.07200e-05,0.19,0.186
5.08800e-05,0.194,0.194
5.10400e-05,0.19,0.19
5.12000e-05,0.194,0.198
5.13600e-05,0.19,0.19
5.15200e-05,0.186,0.198
5.16800e-05,0.182,0.186
5.18400e-05,0.186,0.194
5.20000e-05,0.182,0.182
5.21600e-05,0.186,0.19
5.23200e-05,0.186,0.178
5.24800e-05,0.186,0.19
5.26400e-05,0.19,0.182
5.28000e-05,0.19,0.19
5.29600e-05,0.186,0.182
5.31200e-05,0.186,0.19
5.32800e-05,0.186,0.182
5.34400e-05,0.19,0.19
5.36000e-05,0.19,0.186
5.37600e-05,0.19,0.194
5.39200e-05,0.186,0.182
5.40800e-05,0.186,0.194
5.42400e-05,0.182,0.182
5.44000e-05,0.186,0.19
5.45600e-05,0.186,0.182
5.47200e-05,0.186,0.19
5.48800e-05,0.186,0.182
5.50400e-05,0.186,0.19
5.52000e-05,0.186,0.182
5.53600e-05,0.186,0.19
5.55200e-05,0.186,0.182
5.56800e-05,0.186,0.19
5.58400e-05,0.186,0.182
5.60000e-05,0.186,0.19
5.61600e-05,0.19,0.182
5.63200e-05,0.19,0.19
5.64800e-05,0.19,0.186
5.66400e-05,0.19,0.19
5.68000e-05,0.186,0.186
5.69600e-05,0.186,0.194
5.71200e-05,0.19,0.186
5.72800e-05,0.186,0.194
5.74400e-05,0.19,0.182
5.76000e-05,0.19,0.19
5.77600e-05,0.19,0.186
5.79200e-05,0.19,0.194
5.80800e-05,0.19,0.186
5.82400e-05,0.19,0.194
5.84000e-05,0.19,0.186
5.85600e-05,0.19,0.194
5.87200e-05,0.19,0.19
5.88800e-05,0.19,0.194
5.90400e-05,0.186,0.186
5.92000e-05,0.182,0.194
5.93600e-05,0.182,0.182
5.95200e-05,0.182,0.19
5.96800e-05,0.182,0.178
5.98400e-05,0.182,0.186
6.00000e-05,0.182,0.178
6.01600e-05,0.186,0.186
6.03200e-05,0.19,0.178
6.04800e-05,0.19,0.19
6.06400e-05,0.19,0.186
6.08000e-05,0.19,0.194
6.09600e-05,0.19,0.186
6.11200e-05,0.186,0.194
6.12800e-05,0.186,0.182
6.14400e-05,0.186,0.194
6.16000e-05,0.182,0.182
6.17600e-05,0.182,0.19
6.19200e-05,0.182,0.178
6.20800e-05,0.182,0.186
6.22400e-05,0.186,0.178
6.24000e-05,0.186,0.186
6.25600e-05,0.186,0.178
6.27200e-05,0.186,0.19
6.28800e-05,0.19,0.182
6.30400e-05,0.19,0.19
6.32000e-05,0.19,0.186
6.33600e-05,0.186,0.194
6.35200e-05,0.186,0.186
6.36800e-05,0.186,0.19
6.38400e-05,0.186,0.182
6.40000e-05,0.186,0.19
6.41600e-05,0.186,0.182
6.43200e-05,0.186,0.19
6.44800e-05,0.186,0.182
6.46400e-05,0.186,0.19
6.48000e-05,0.186,0.182
6.49600e-05,0.186,0.19
6.51200e-05,0.182,0.182
6.52800e-05,0.186,0.19
6.54400e-05,0.186,0.182
6.56000e-05,0.186,0.19
6.57600e-05,0.182,0.182
6.59200e-05,0.186,0.19
6.60800e-05,0.186,0.182
6.62400e-05,0.182,0.19
6.64000e-05,0.186,0.182
6.65600e-05,0.186,0.19
6.67200e-05,0.186,0.182
6.68800e-05,0.186,0.19
6.70400e-05,0.182,0.182
6.72000e-05,0.182,0.19
6.73600e-05,0.186,0.182
6.75200e-05,0.186,0.19
6.76800e-05,0.186,0.182
6.78400e-05,0.186,0.19
6.80000e-05,0.186,0.182
6.81600e-05,0.186,0.19
6.83200e-05,0.19,0.182
6.84800e-05,0.19,0.19
6.86400e-05,0.19,0.182
6.88000e-05,0.19,0.19
6.89600e-05,0.19,0.186
6.91200e-05,0.19,0.194
6.92800e-05,0.19,0.186
6.94400e-05,0.186,0.194
6.96000e-05,0.182,0.186
6.97600e-05,0.182,0.194
6.99200e-05,0.182,0.178
7.00800e-05,0.182,0.19
7.02400e-05,0.182,0.178
7.04000e-05,0.182,0.186
7.05600e-05,0.182,0.178
7.07200e-05,0.182,0.186
7.08800e-05,0.186,0.178
7.10400e-05,0.186,0.19
7.12000e-05,0.186,0.182
7.13600e-05,0.186,0.19
7.15200e-05,0.182,0.182
7.16800e-05,0.182,0.19
7.18400e-05,0.186,0.182
7.20000e-05,0.178,0.19
7.21600e-05,0.182,0.178
7.23200e-05,0.178,0.186
7.24800e-05,0.178,0.178
7.26400e-05,0.182,0.182
7.28000e-05,0.182,0.174
7.29600e-05,0.186,0.182
7.31200e-05,0.186,0.178
7.32800e-05,0.186,0.186
7.34400e-05,0.19,0.182
7.36000e-05,0.186,0.19
7.37600e-05,0.186,0.182
7.39200e-05,0.186,0.19
7.40800e-05,0.186,0.182
7.42400e-05,0.186,0.19
7.44000e-05,0.182,0.182
7.45600e-05,0.186,0.19
7.47200e-05,0.182,0.182
7.48800e-05,0.182,0.186
7.50400e-05,0.182,0.178
7.52000e-05,0.182,0.186
7.53600e-05,0.182,0.178
7.55200e-05,0.182,0.186
7.56800e-05,0.186,0.178
7.58400e-05,0.186,0.19
7.60000e-05,0.186,0.182
7.61600e-05,0.186,0.19
7.63200e-05,0.186,0.182
7.64800e-05,0.182,0.19
7.66400e-05,0.186,0.182
7.68000e-05,0.182,0.186
7.69600e-05,0.186,0.182
7.71200e-05,0.186,0.19
7.72800e-05,0.186,0.182
7.74400e-05,0.19,0.19
7.76000e-05,0.186,0.182
7.77600e-05,0.19,0.19
7.79200e-05,0.19,0.186
7.80800e-05,0.186,0.194
7.82400e-05,0.186,0.186
7.84000e-05,0.186,0.19
7.85600e-05,0.186,0.182
7.87200e-05,0.186,0.19
7.88800e-05,0.19,0.186
7.90400e-05,0.186,0.19
7.92000e-05,0.186,0.182
7.93600e-05,0.182,0.19
7.95200e-05,0.182,0.182
7.96800e-05,0.178,0.19
7.98400e-05,0.182,0.178
8.00000e-05,0.178,0.186
8.01600e-05,0.178,0.178
8.03200e-05,0.182,0.186
8.04800e-05,0.182,0.178
8.06400e-05,0.182,0.182
8.08000e-05,0.186,0.178
8.09600e-05,0.186,0.186
8.11200e-05,0.186,0.182
8.12800e-05,0.186,0.186
8.14400e-05,0.186,0.182
8.16000e-05,0.186,0.19
8.17600e-05,0.186,0.182
8.19200e-05,0.182,0.19
8.20800e-05,0.178,0.178
8.22400e-05,0.178,0.19
8.24000e-05,0.178,0.178
8.25600e-05,0.182,0.182
8.27200e-05,0.182,0.174
8.28800e-05,0.182,0.182
8.30400e-05,0.182,0.178
8.32000e-05,0.182,0.186
8.33600e-05,0.182,0.178
8.35200e-05,0.178,0.186
8.36800e-05,0.178,0.178
8.38400e-05,0.182,0.186
8.40000e-05,0.178,0.174
8.41600e-05,0.178,0.182
8.43200e-05,0.178,0.174
8.44800e-05,0.182,0.182
8.46400e-05,0.182,0.174
8.48000e-05,0.182,0.182
8.49600e-05,0.182,0.174
8.51200e-05,0.182,0.186
8.52800e-05,0.186,0.174
8.54400e-05,0.186,0.186
8.56000e-05,0.182,0.182
8.57600e-05,0.186,0.19
8.59200e-05,0.186,0.182
8.60800e-05,0.182,0.19
8.62400e-05,0.186,0.178
8.64000e-05,0.186,0.186
8.65600e-05,0.182,0.182
8.67200e-05,0.186,0.186
8.68800e-05,0.182,0.182
8.70400e-05,0.182,0.19
8.72000e-05,0.182,0.182
8.73600e-05,0.182,0.19
8.75200e-05,0.182,0.178
8.76800e-05,0.182,0.186
8.78400e-05,0.182,0.178
8.80000e-05,0.182,0.186
8.81600e-05,0.182,0.178
8.83200e-05,0.182,0.186
8.84800e-05,0.182,0.178
8.86400e-05,0.182,0.19
8.88000e-05,0.186,0.178
8.89600e-05,0.19,0.19
8.91200e-05,0.19,0.182
8.92800e-05,0.19,0.19
8.94400e-05,0.19,0.186
8.96000e-05,0.19,0.194
8.97600e-05,0.186,0.186
8.99200e-05,0.186,0.194
9.00800e-05,0.186,0.182
9.02400e-05,0.182,0.19
9.04000e-05,0.182,0.182
9.05600e-05,0.182,0.19
9.07200e-05,0.182,0.178
9.08800e-05,0.182,0.186
9.10400e-05,0.182,0.178
9.12000e-05,0.178,0.186
9.13600e-05,0.178,0.178
9.15200e-05,0.174,0.186
9.16800e-05,0.178,0.174
9.18400e-05,0.178,0.182
9.20000e-05,0.178,0.174
9.21600e-05,0.182,0.182
9.23200e-05,0.182,0.174
9.24800e-05,0.186,0.182
9.26400e-05,0.186,0.178
9.28000e-05,0.186,0.186
9.29600e-05,0.186,0.182
9.31200e-05,0.186,0.19
9.32800e-05,0.182,0.182
9.34400e-05,0.186,0.19
9.36000e-05,0.182,0.182
9.37600e-05,0.186,0.19
9.39200e-05,0.186,0.182
9.40800e-05,0.186,0.19
9.42400e-05,0.186,0.182
9.44000e-05,0.186,0.19
9.45600e-05,0.186,0.182
9.47200e-05,0.186,0.19
9.48800e-05,0.186,0.182
9.50400e-05,0.182,0.19
9.52000e-05,0.182,0.182
9.53600e-05,0.182,0.19
9.55200e-05,0.178,0.178
9.56800e-05,0.178,0.19
9.58400e-05,0.178,0.178
9.60000e-05,0.178,0.186
9.61600e-05,0.178,0.174
9.63200e-05,0.178,0.182
9.64800e-05,0.182,0.174
9.66400e-05,0.178,0.182
9.68000e-05,0.178,0.174
9.69600e-05,0.178,0.182
9.71200e-05,0.182,0.174
9.72800e-05,0.182,0.182
9.74400e-05,0.186,0.178
9.76000e-05,0.182,0.186
9.77600e-05,0.182,0.182
9.79200e-05,0.186,0.186
9.80800e-05,0.186,0.182
9.82400e-05,0.182,0.19
9.84000e-05,0.186,0.182
9.85600e-05,0.182,0.19
9.87200e-05,0.182,0.182
9.88800e-05,0.182,0.186
9.90400e-05,0.182,0.182
9.92000e-05,0.182,0.19
9.93600e-05,0.182,0.182
9.95200e-05,0.178,0.186
9.96800e-05,0.178,0.178
9.98400e-05,0.178,0.186
1.00000e-04,0.174,0.174
1.00160e-04,0.174,0.182
1.00320e-04,0.174,0.174
1.00480e-04,0.174,0.182
1.00640e-04,0.174,0.17
1.00800e-04,0.178,0.178
1.00960e-04,0.182,0.17
1.01120e-04,0.182,0.182
1.01280e-04,0.182,0.174
1.01440e-04,0.182,0.182
1.01600e-04,0.178,0.174
1.01760e-04,0.182,0.182
1.01920e-04,0.182,0.178
1.02080e-04,0.178,0.186
1.02240e-04,0.178,0.174
1.02400e-04,0.182,0.182
1.02560e-04,0.182,0.174
1.02720e-04,0.182,0.182
1.02880e-04,0.186,0.178
1.03040e-04,0.186,0.186
1.03200e-04,0.186,0.178
1.03360e-04,0.186,0.186
1.03520e-04,0.186,0.182
1.03680e-04,0.182,0.19
1.03840e-04,0.186,0.182
1.04000e-04,0.182,0.186
1.04160e-04,0.182,0.178
1.04320e-04,0.182,0.186
1.04480e-04,0.182,0.178
1.04640e-04,0.186,0.186
1.04800e-04,0.186,0.178
1.04960e-04,0.182,0.186
1.05120e-04,0.182,0.182
1.05280e-04,0.182,0.186
1.05440e-04,0.182,0.178
1.05600e-04,0.182,0.186
1.05760e-04,0.182,0.178
1.05920e-04,0.178,0.186
1.06080e-04,0.182,0.178
1.06240e-04,0.182,0.186
1.06400e-04,0.178,0.174
1.06560e-04,0.178,0.186
1.06720e-04,0.182,0.174
1.06880e-04,0.182,0.182
1.07040e-04,0.182,0.178
1.07200e-04,0.182,0.186
1.07360e-04,0.182,0.178
1.07520e-04,0.178,0.186
1.07680e-04,0.178,0.178
1.07840e-04,0.178,0.186
1.08000e-04,0.178,0.174
1.08160e-04,0.178,0.182
1.08320e-04,0.178,0.174
1.08480e-04,0.178,0.182
1.08640e-04,0.178,0.174
1.08800e-04,0.178,0.182
1.08960e-04,0.182,0.174
1.09120e-04,0.182,0.182
1.09280e-04,0.178,0.178
1.09440e-04,0.178,0.186
1.09600e-04,0.178,0.178
1.09760e-04,0.178,0.186
1.09920e-04,0.178,0.174
1.10080e-04,0.178,0.182
1.10240e-04,0.182,0.174
1.10400e-04,0.178,0.182
1.10560e-04,0.178,0.174
1.10720e-04,0.178,0.182
1.10880e-04,0.178,0.174
1.11040e-04,0.182,0.182
1.11200e-04,0.178,0.174
1.11360e-04,0.178,0.182
1.11520e-04,0.178,0.174
1.11680e-04,0.178,0.182
1.11840e-04,0.182,0.178
1.12000e-04,0.182,0.186
1.12160e-04,0.182,0.178
1.12320e-04,0.178,0.186
1.12480e-04,0.178,0.174
1.12640e-04,0.182,0.186
1.12800e-04,0.178,0.174
1.12960e-04,0.182,0.182
1.13120e-04,0.182,0.174
1.13280e-04,0.186,0.186
1.13440e-04,0.186,0.178
1.13600e-04,0.186,0.186
1.13760e-04,0.182,0.182
1.13920e-04,0.186,0.19
1.14080e-04,0.186,0.182
1.14240e-04,0.182,0.186
1.14400e-04,0.182,0.182
1.14560e-04,0.186,0.19
1.14720e-04,0.182,0.182
1.14880e-04,0.182,0.19
1.15040e-04,0.178,0.178
1.15200e-04,0.178,0.19
1.15360e-04,0.174,0.178
1.15520e-04,0.174,0.186
1.15680e-04,0.174,0.174
1.15840e-04,0.174,0.182
1.16000e-04,0.174,0.17
1.16160e-04,0.174,0.178
1.16320e-04,0.174,0.17
1.16480e-04,0.174,0.178
1.16640e-04,0.174,0.17
1.16800e-04,0.178,0.178
1.16960e-04,0.178,0.17
1.17120e-04,0.178,0.178
1.17280e-04,0.178,0.174
1.17440e-04,0.174,0.182
1.17600e-04,0.174,0.174
1.17760e-04,0.174,0.182
1.17920e-04,0.174,0.17
1.18080e-04,0.174,0.178
1.18240e-04,0.178,0.17
1.18400e-04,0.182,0.178
1.18560e-04,0.182,0.17
1.18720e-04,0.182,0.182
1.18880e-04,0.182,0.178
1.19040e-04,0.182,0.186
1.19200e-04,0.182,0.178
1.19360e-04,0.182,0.186
1.19520e-04,0.182,0.178
1.19680e-04,0.178,0.186
1.19840e-04,0.178,0.178
1.20000e-04,0.178,0.186
1.20160e-04,0.178,0.174
1.20320e-04,0.178,0.182
1.20480e-04,0.178,0.174
1.20640e-04,0.182,0.182
1.20800e-04,0.186,0.174
1.20960e-04,0.182,0.186
1.21120e-04,0.182,0.178
1.21280e-04,0.182,0.186
1.21440e-04,0.186,0.182
1.21600e-04,0.182,0.19
1.21760e-04,0.182,0.178
1.21920e-04,0.178,0.186
1.22080e-04,0.178,0.178
1.22240e-04,0.178,0.186
1.22400e-04,0.174,0.174
1.22560e-04,0.178,0.182
1.22720e-04,0.178,0.174
1.22880e-04,0.182,0.182
1.23040e-04,0.182,0.174
1.23200e-04,0.182,0.186
1.23360e-04,0.182,0.178
1.23520e-04,0.182,0.186
1.23680e-04,0.178,0.178
1.23840e-04,0.174,0.186
1.24000e-04,0.174,0.174
1.24160e-04,0.178,0.182
1.24320e-04,0.17,0.17
1.24480e-04,0.174,0.178
1.24640e-04,0.174,0.17
1.24800e-04,0.174,0.178
1.24960e-04,0.178,0.17
1.25120e-04,0.178,0.178
1.25280e-04,0.182,0.17
1.25440e-04,0.182,0.182
1.25600e-04,0.186,0.174
1.25760e-04,0.186,0.186
1.25920e-04,0.186,0.178
1.26080e-04,0.182,0.19
1.26240e-04,0.182,0.182
1.26400e-04,0.182,0.186
1.26560e-04,0.182,0.178
1.26720e-04,0.178,0.186
1.26880e-04,0.178,0.174
1.27040e-04,0.182,0.182
1.27200e-04,0.182,0.174
1.27360e-04,0.182,0.182
1.27520e-04,0.182,0.178
1.27680e-04,0.182,0.186
1.27840e-04,0.182,0.178
1.28000e-04,0.178,0.19
1.28160e-04,0.178,0.178
1.28320e-04,0.178,0.186
1.28480e-04,0.178,0.174
1.28640e-04,0.174,0.186
1.28800e-04,0.178,0.174
1.28960e-04,0.174,0.182
1.29120e-04,0.174,0.174
1.29280e-04,0.174,0.178
1.29440e-04,0.178,0.174
1.29600e-04,0.182,0.178
1.29760e-04,0.182,0.174
1.29920e-04,0.182,0.182
1.30080e-04,0.178,0.178
1.30240e-04,0.178,0.182
1.30400e-04,0.174,0.178
1.30560e-04,0.174,0.186
1.30720e-04,0.174,0.174
1.30880e-04,0.17,0.182
1.31040e-04,0.17,0.17
1.31200e-04,0.174,0.178
1.31360e-04,0.178,0.17
1.31520e-04,0.178,0.178
1.31680e-04,0.178,0.174
1.31840e-04,0.182,0.182
1.32000e-04,0.178,0.174
1.32160e-04,0.182,0.182
1.32320e-04,0.182,0.178
1.32480e-04,0.178,0.182
1.32640e-04,0.178,0.178
1.32800e-04,0.182,0.186
1.32960e-04,0.182,0.178
1.33120e-04,0.182,0.186
1.33280e-04,0.182,0.178
1.33440e-04,0.182,0.182
1.33600e-04,0.182,0.178
1.33760e-04,0.182,0.186
1.33920e-04,0.182,0.178
1.34080e-04,0.178,0.186
1.34240e-04,0.182,0.178
1.34400e-04,0.178,0.186
1.34560e-04,0.182,0.174
1.34720e-04,0.178,0.182
1.34880e-04,0.174,0.174
1.35040e-04,0.178,0.182
1.35200e-04,0.174,0.174
1.35360e-04,0.174,0.182
1.35520e-04,0.178,0.174
1.35680e-04,0.174,0.182
1.35840e-04,0.174,0.174
1.36000e-04,0.174,0.182
1.36160e-04,0.174,0.17
1.36320e-04,0.174,0.178
1.36480e-04,0.178,0.17
1.36640e-04,0.174,0.178
1.36800e-04,0.174,0.17
1.36960e-04,0.174,0.178
1.37120e-04,0.174,0.17
1.37280e-04,0.174,0.178
1.37440e-04,0.174,0.17
1.37600e-04,0.174,0.178
1.37760e-04,0.174,0.174
1.37920e-04,0.174,0.178
1.38080e-04,0.178,0.174
1.38240e-04,0.178,0.182
1.38400e-04,0.182,0.174
1.38560e-04,0.182,0.182
1.38720e-04,0.182,0.178
1.38880e-04,0.182,0.182
1.39040e-04,0.182,0.178
1.39200e-04,0.182,0.186
1.39360e-04,0.182,0.178
1.39520e-04,0.178,0.186
1.39680e-04,0.182,0.178
1.39840e-04,0.182,0.186
1.40000e-04,0.178,0.174
1.40160e-04,0.178,0.186
1.40320e-04,0.178,0.174
1.40480e-04,0.182,0.182
1.40640e-04,0.182,0.174
1.40800e-04,0.186,0.182
1.40960e-04,0.186,0.178
1.41120e-04,0.186,0.19
1.41280e-04,0.19,0.182
1.41440e-04,0.186,0.19
1.41600e-04,0.182,0.182
1.41760e-04,0.186,0.19
1.41920e-04,0.182,0.182
1.42080e-04,0.182,0.19
1.42240e-04,0.178,0.178
1.42400e-04,0.182,0.186
1.42560e-04,0.182,0.178
1.42720e-04,0.182,0.182
1.42880e-04,0.182,0.178
1.43040e-04,0.182,0.182
1.43200e-04,0.182,0.178
1.43360e-04,0.182,0.186
1.43520e-04,0.182,0.178
1.43680e-04,0.178,0.186
1.43840e-04,0.178,0.174
1.44000e-04,0.174,0.186
1.44160e-04,0.174,0.174
1.44320e-04,0.174,0.182
1.44480e-04,0.17,0.17
1.44640e-04,0.174,0.178
1.44800e-04,0.174,0.17
1.44960e-04,0.174,0.178
1.45120e-04,0.174,0.17
1.45280e-04,0.178,0.178
1.45440e-04,0.178,0.17
1.45600e-04,0.178,0.178
1.45760e-04,0.178,0.174
1.45920e-04,0.178,0.182
1.46080e-04,0.178,0.174
1.46240e-04,0.178,0.182
1.46400e-04,0.178,0.174
1.46560e-04,0.182,0.182
1.46720e-04,0.178,0.178
1.46880e-04,0.178,0.182
1.47040e-04,0.178,0.174
1.47200e-04,0.178,0.182
1.47360e-04,0.178,0.174
1.47520e-04,0.178,0.182
1.47680e-04,0.178,0.174
1.47840e-04,0.182,0.182
1.48000e-04,0.182,0.174
1.48160e-04,0.182,0.182
